timestamp,scan_number,ch_00,ch_01,ch_02,ch_03,ch_04,system_file,system_id
2025-11-25 15:42:17.912,575,590.306045,151.503335,112.849348,75.7679271,69.2203873,biomass\25112025.csv,25112025
2025-11-25 15:42:27.912,576,591.31654,152.124837,112.298171,75.849949,69.574339,biomass\25112025.csv,25112025
2025-11-25 15:42:37.912,577,591.164321,148.48527,112.333767,76.7729004,70.4285088,biomass\25112025.csv,25112025
2025-11-25 15:42:47.912,578,589.915194,141.543846,112.6216,76.2915425,70.5263105,biomass\25112025.csv,25112025
2025-11-25 15:42:57.912,579,585.96445,144.741801,111.323533,76.3894135,67.7160969,biomass\25112025.csv,25112025
2025-11-25 15:43:07.912,580,583.189938,141.202469,111.586061,75.3130356,68.902611,biomass\25112025.csv,25112025
2025-11-25 15:43:17.912,581,581.005518,142.306553,114.096305,77.5288307,70.9923579,biomass\25112025.csv,25112025
2025-11-25 15:43:27.912,582,581.43638,142.652713,114.890432,78.5800387,71.7304136,biomass\25112025.csv,25112025
2025-11-25 15:43:37.912,583,582.178784,144.884505,117.243649,86.8559853,79.4271041,biomass\25112025.csv,25112025
2025-11-25 15:43:47.912,584,583.368797,143.00077,119.586782,90.8053113,81.6602052,biomass\25112025.csv,25112025
2025-11-25 15:43:57.912,585,584.579698,142.813542,121.394694,103.216087,92.6114244,biomass\25112025.csv,25112025
2025-11-25 15:44:07.912,586,585.65957,147.717775,126.0933,116.311831,107.570218,biomass\25112025.csv,25112025
2025-11-25 15:44:17.912,587,586.196818,147.564329,128.298906,121.078848,111.800378,biomass\25112025.csv,25112025
2025-11-25 15:44:27.912,588,587.104202,151.848194,130.188168,127.235981,117.24466,biomass\25112025.csv,25112025
2025-11-25 15:44:37.912,589,588.718325,155.346817,131.216985,127.498092,119.656219,biomass\25112025.csv,25112025
2025-11-25 15:44:47.912,590,590.063516,158.448934,132.962052,123.563385,125.419322,biomass\25112025.csv,25112025
2025-11-25 15:44:57.912,591,574.403866,162.401845,134.207877,139.875556,130.489994,biomass\25112025.csv,25112025
2025-11-25 15:45:07.912,592,591.34927,166.008388,135.51293,143.187817,131.823532,biomass\25112025.csv,25112025
